看到这视频真的很揪心，养宠物的都注意了⚠️演员张丰毅孙子被自家的宠物狗咬后没有送医，现在已出现狂犬病症状。 用户6730677479的微博视频,回复@姚妹儿19980818:那是什么？;这不是狂犬;,2019/9/7 15:37,rumor
演员张丰毅的孙子，被自家宠物狗咬到，没去医院打针，现在已经出现狂犬病症状。可怜的孩子只能被绑在家里直到死去，真的很心酸。 玉镯儿8868的微博视频,,2019/9/7 23:38,rumor
太痛心了！演员张丰毅的孙子几周前被自家的狗狗抓了一下，没当回事就没去打狂犬疫苗，前天学校开学，小孩子发病了，听说狂犬病很难治的，真得太可惜了！ 不屌不相识的微博视频,造谣不打草稿？ 评论配图;大姐，这个早就辟谣了;瞎扯，张丰毅哪来的孙子？？;,2019/9/5 21:46,rumor
被子里的狗咬了，得了狂犬病！在地上学狗叫 好扎心 用户7199046746的微博视频,造谣，已举报  狂犬病特有的临床表现是恐水、怕风、咽肌痉挛，进行性瘫痪等。狂犬病是狂犬病病毒所导致的急性传染病，是人畜共患的传染性疾病。因为恐水的症状特别突出，所以又名恐水症，是一种侵害中枢神经系统的急性的病毒性的传染病，流行性广，病死率是百分之百。;造谣是犯法的，要坐牢滴;有没有文化，狂犬病是学狗叫？先好好普及一下医学常识再发文;,2019/7/30 16:18,rumor
狂犬病，发病就没救了，太可怕了#广州要求学校负责人与学生共餐# 电气技术控的微博视频,被狗咬了为什么不及时送医院呢。到狂犬病发作了还是在那里做无用功，是思想意识没有警惕啊;这个是假的，小孩装的;现在爱狗人士不出来了么？我不喜欢狗，但对狗也不感冒，反正就是各占一半吧。那些爱狗人士希望能出来看看，特别是流浪狗现在也比较多;,2019/3/16 7:45,rumor
#为然心语[超话]# [心]为然请看视频——孩子让疯狗咬了，看看多可怜！……狂犬病一定要心啊……2018.7.2 人生的长河-的秒拍视频,可怜的孩子，心疼，;早就辟谣了好吗？居然还有人发……无语，这趁热度也是绝了，狂犬病是什么症状懂不懂啊？;最讨厌养狗的人不给狗狗打针，管好狗狗，最恨的就抛弃才会有悲剧的发生！孩子太可怜了！;,2018/7/2 14:42,rumor
#郑大说事[超话]# 狂犬病的悲剧…… 鄭大akoei的微博视频,你是弱智吗？狂犬病是这个症状吗？;给文盲科普一下，狂犬病临床表现为特有的恐水怕风、咽肌痉挛、进行性瘫痪等。因恐水症状比较突出，故本病又名恐水症。狂犬病一旦发病，其进展速度极快，多为3-5日，很少超过10日。统计发现，几乎所有的温血动物都可以感染狂犬病毒。;狂犬病畏光，怕水声;,2018/7/27 18:32,rumor
狂犬病狂犬病哟......仅仅打狂犬育苗迟了......多可怕。 认识到狗咬以及被动物咬或抓，都要立即上医院，不能麻痹大意。 可是现在长生生物疫苗事件让我们上医院也不安全...... 博友圈的秒拍视频,9秒钟看得我心惊肉跳......;这不是狂犬病，你乱发视频误导人家，小心被罚款;有个女的说什么因为喝酒什么的好吧，狂犬病怎么可能几个钟就发作;,2018/7/24 21:16,rumor
呼吁下养狗的，请别再带出门！不管它是你的宝贝，是你的爷爷，还是你的祖宗，带出来也请看管好用狗绳套好，不要总说你的狗乖，不咬人！那是没出事，出了事情你拿什么来赔偿？有用吗，小孩都被你毁了！昨晚某地体育馆附近，一小孩才3岁，被大狗把半边脸咬伤！赔偿能换回容颜吗？国内还有被狗咬了得狂犬病去逝的……不要害人又害己了！公共场所考虑下大众的感受！ 重庆·巫峡镇                ,删除就好，没被澄清的时候，谁都很难分辨真假。;警方官微都辟谣了啊……这是脸磕到了花坛边;不好意思 朋友圈发的 就转发了 因为我也是经常被别人不拴牵引绳大狗吓过无数次 才转过来呼吁一下  大家都说不对 才看到想删除 删不掉;,2018/7/14 12:03,rumor
哎，好可怜，一个小区的小朋友，两个月前被自家狗咬了，大人说自家的狗，没有狂犬病毒，就没有打狂犬疫苗，昨天还好好的，今天就发病了。大家要注意点，春季是猫猫狗狗的发情期，看见流浪狗流浪猫，就离远点，注意安全，希望不要再发生这样的悲剧了 学霸白猫的秒拍视频,,2018/3/6 22:21,rumor
