【意大利奥地利政府均确认该国公民未登机 护照均被偷】路透社北京时间23时03分消息，继意大利政府确认该国公民Luigi Maraldi未登机后，奥地利外交部也确认该国公民未登机，目前人在奥地利。两国外交部均表示，两人护照被偷。在马航公布的完整乘客名单中，这两人均在列。此前报道：http,回复@啊哈哈23333:愿望挺美好，可是北京机场那么多人接机呢。。。;回复@Free仪萱:现在什么结果都不能肯定，唯一可以肯定的是飞机没有在飞行，油肯定不够。;回复@蛋挞味儿的阿诗玛:过几年就会有电影了。。唉 完全不懂怎么回事;,2014-03-08 23:09,non-rumor
#马航飞机失联#祈祷平安归来 马航飞机失联  ,,2014-03-08 23:59,non-rumor
#祈福马航#中国的同胞们愿你们平安 祈福马航 我在,,2014-03-08 23:59,non-rumor
#马航飞机失联#揪心。。#祈福马航#🙏🙏🙏🙏🙏等待奇迹的发生。快飞回来吧。。 我在这里,,2014-03-08 23:59,non-rumor
"#马航飞机失联#【走了这么久，你们在哪里？】40个小时过去了，天又要黑了。失联，还是失联，多少人的心被撕裂！一次次徒劳拨打手机，一声声焦急呼唤，""平安""变得如此温暖和令人期盼！多希望收到你们的消息，多害怕爱沉入海底。坚持，努力，说好不放弃。转发祈祷，愿虔诚产生奇迹！  [组图共9张] 原图 ",央视，我是个纳税人，却养了一群废物!!!!!!包括你!!!!;我是个纳税人，却养了一群废物;快出现吧，希望你只是暂时迷路了……;,2014-03-09 17:26,non-rumor
马航进人一股小的时空扭曲隧道 现在停在塔希提岛。。。。  ,,2014-03-09 23:59,non-rumor
"夜晚到了,总带有一些凄凉和悲伤。我们都要坚强。为国人祈祷,为马航祈祷,为社会祈祷,为世界祈祷。我们都可以很好。*  我在",,2014-03-09 23:59,non-rumor
河南.长葛   为马航 MH370失联客机祈福 （分享自 @优酷） 河南.长葛   为马航 MH370失联客机祈福   原图 ,;,2014-03-09 23:59,non-rumor
20140309热门：441万#马航飞机失联# 203万#祈福马航# 30万#你的桌面是谁# 361万#别惹我# 39万#调整休假制度# 2万#短发女孩选美大赛# 1万#果冻双胞胎# 2万#邓紫棋要好好生活#  ,,2014-03-09 23:59,non-rumor
#祈福马航mh370 #失联客机mh370同样让马来西亚人民揪心：民众自发聚集跪在街边祈祷平安；机长的女儿写出让人流泪的留言：爸爸，你出现在所有新闻和报纸上。快回家吧来亲自看看吧！您不激动么？ 但愿明天起来，一切是虚惊一场。370快回家吧！（图：@ThatsexactlywhatIneed @王左中右）  [组图共6张] 原图 ,祈祷，期待。;共同祈祷，愿平安归来。//@邓康延: 永不落地的航班。;依然会泪流满面，皆因对人类苦难的怜悯，对这片土地深沉的爱。;,2014-03-09 23:59,non-rumor
【67小时最新消息汇总】①仍未发现失联飞机；②马来西亚油迹带的油是船油，非来自MH370；③国际刑警组织未再发现持被盗护照登机情况；④中国公共安全专家小组抵达马来；⑤马航第10份声明称，所有资料已交当局；⑥假护照持有者视频将公布；⑦154名中国乘客未发现可疑人员。时间一秒一秒过去……  [组图共9张] 原图 ,//@清风郑州: //@人民日报: 【明晚中国搜救力量将达6船3机】据新华社：交通运输部海上搜救中心总值班室副主任卓立表示，明晚10时搜救力量将达到6条舰船和3架直升机。理论上按照每条船一天搜寻面积约3000平方公里计算，在多国联合及飞机搜寻下预计将较快完成大致10万平方公里的疑似区域搜寻。;转发微博;飞机坠机我还能理解。但是飞机消失就不太明白了。难道真的有外太空生物。。。;,2014-03-10 20:22,non-rumor
也许失联马航说不定就跟那些个百慕大传说一样，十年后就安全回来了，还保持着消失时的模样！！虽然不知道会不会，还是希望还是有奇迹发生，快点找到快点找到    我在,,2014-03-10 23:59,non-rumor
马航事件有感,,2014-03-10 23:59,non-rumor
"我想要马航平安降落…祈福  
原始用户",,2014-03-10 23:59,non-rumor
【马航失联航班乘客QQ不止一次变亮】一位家属向记者反映，其老公就在失联航班上，奇怪的是，今天8点左右，老公一度呈灰色的QQ头像变亮，即老公的QQ上线了。这样的状况还出现在另一位家属身上。该家属哥哥的QQ不止一次上线下线......详情点击  http,,2014-03-10 23:59,non-rumor
眼观世界到处都在上演悲剧，深圳地铁猝死，贵阳公交燃烧，东莞餐厅爆炸，昆明恐怖袭击，马航客机失联。听到这些不幸消息，让我这颗从未有安全感的心再次不踏实，人生太短暂，我们不知道明天和意外哪个会先来，所以珍惜当下，以后的每一次分别都记得要道别，因为也许真的需要道别的时候，已经来不及了！  ,,2014-03-10 23:59,non-rumor
这个有点危险。//【中国通信IT界至少有29位人士，在马航失联飞机上】   http,,2014-03-10 23:59,non-rumor
#马航飞机失联#  最后时刻5个人没登机啊  然后飞机起飞后不久，因为小的零件故障导致空中解体，这不跟死神来了1一样的么？我很关心那5个人 马航飞机失联    ,,2014-03-10 23:59,non-rumor
马航事件告诉我们，意外和明天不知道哪个会先来。人活着是偶然，而死亡却是必然，我们永远都不知道，每一天会是不是自己的最后一天，所以问问自己每分每秒是活的释然？畅快？还是纠结？后悔？其实，对于生命而言，除了生死是大事，其余都是小事。  原图 ,,2014-03-10 23:59,non-rumor
