【少年，你已经赢了！】今天上午，高考前20分钟，在四川宜宾一考点，一女生因痛经在考场内昏迷。这时，同考场一男生发现后，立即抱起昏迷女生，往校外跑去送医。然后，男生满头大汗地返回考场。昏倒女生打完一针后坚持回去考试，只迟到了两分钟。——少年，在名为人生的考场，你已经赢了！@成都商报  原图 ,有点感动😹;真是中国好少年，社会就是需要这种人。;好样的[呵呵];,2013/6/7 12:20,non-rumor
【可怜天下父母心】希望参加高考的学子们再接再厉！  原图 ,,2013/6/7 23:59,non-rumor
"重庆的孩子桑不起，还好我在几年前就参加高考了  
原始用户",回复@hfjgeww:你是？;,2013/6/7 23:59,non-rumor
【倡议】：让厦门的所有高考考生都能够顺利平安的进入属于他（她）们的考场。明天是6月8号，正值高考。今天因为厦门BRT意外出事，将导致明天厦门BRT停运，这将造成的士严重不足，如果明天您还要上班，请让考生先走好吗；如果你有私家车，请帮忙带上考生。望转！ 美好世界，从你我开始！  ,请避开高考时间出行吧!//@张西可爱多: //@jiu松://@公民丁勇:@厦门义工大学生服务队 @连岳 @厦门余洪明 @鹭岛肖峰 @磐石旗厦门 @请叫我_颖姐 @田宇的地盘 @TBN1JASON @小吴相公 @杨锦麟 @厦门法律援助;;大家在车镜绑上红色标志，一起为考生加油，明天地面绝对大赌，的士紧张，福建日报已经开始倡议了@福建日报;,2013/6/7 23:59,non-rumor
说实在的，今年高考作文题目，大都太无聊、无趣、无意义了……悲从中来。  ,最近这几年都这样;同感...;,2013/6/7 23:59,non-rumor
2013高考：内蒙古用装甲运兵车送考生老霸气了！@索毛毛喵喵  ,,2013/6/7 23:59,non-rumor
@gao俊威 亲爱的老大，又到一年一度的高考第二天，又到一年一度你的生日啦，看你当年那么青春活泼，现在“惨不忍睹”多点挂念我，多点探望我，祝你永葆青春，爱情幸福，天天高大威猛，年年英俊威风！生日快乐！[转发][花心][lt切克闹]  原图 ,猥琐佬··哈哈·;今天喝酒多啦，谢谢;回复@墨豆_:那必须的！;,2013/6/7 23:59,non-rumor
【赶考路，她再没走完……】今日下午2点14分左右，河北定州市一高考女生在大雨中赶赴考场，不慎跌入路口排水道被水流卷走。17时15分左右，公安和消防于另一排水口将其救出并紧急送医。不幸的是，女孩还是走了。孩子，愿天堂不再有风雨！@央视新闻  原图 ,;;不开眼的不是老天爷，而是人！;,2013/6/7 22:19,non-rumor
此时此刻，高考人的夜生活才刚开始[抠鼻屎]  原图 ,回复@-ANTELOPE-:那时已经是准备回家的;亲爱的，你的高考夜生活已经过去5年了，你还去凑什么热闹？[挖鼻屎];回复@卢小瀚vs冰小仙:yes;,2013/6/8 23:59,non-rumor
距2017高考还有363天  ,,2013/6/8 23:59,non-rumor
高考大关结束了，又要面临专业选择？  ,转发微博;转发微博;转发微博;,2013/6/8 23:59,non-rumor
"高考作文特惠  爱迪生对卓普手机怎么看？大力支持，希望好运，希望我能够等到博主的青睐,~!! 地址：http",,2013/6/8 23:59,non-rumor
十年一梦，十年前的此时已经睡下了吧？高考是人生的分水岭，不代表全部，却是命运的一个微小转折点，我试图淡化那场考试带给我的影响，因为，十年后我依然活得马虎，不愿意思考～永远做不了陈孝正那样分毫不差的人，向那场自己没有尽全力的考试表示感谢，望十年后，依然不会成为自己看不起的那种人！  ,,2013/6/8 23:59,non-rumor
【视频：最美考生黄子恒 22岁，退伍军人】黄子恒，22岁，从部队退伍回来、再走进学校参加高考。昨天早上距语文开考还有27分钟，就是他抱起昏迷的女生，冲出考场。他说：“人命关天，急人之所急，先把同学弄好再说。当时那种急迫的情况我还真没想过（会不会赶不回来高考）。” http,;//@包头交通局网络文明传播志愿者刘: 解放军永远都是最值得尊敬、最可爱的人！;好心人还是有滴，有点感动;,2013/6/8 11:44,non-rumor
