#我们视频正在直播#【现场直击：#泰国游船翻船#普吉岛多名中国游客失联】北京时间5日傍晚，两艘共载有127名中国游客的游船在泰国普吉海域发生倾覆。截至今天9时，泰国游船倾覆事故已造成1名中国游客溺亡，49人失联，77名中国游客获救。新京报记者在现场将持续带来最新情况进展。 新京报我们视频的微博直播 .  ,那些活下来的中国人 真好;雨季的普吉岛气候变化快！所以5至8月去普吉千万别出海游;现在就是捞尸体了，十几个小时在沙漠也完了更别说海里面了😭;,2018/7/6 14:52,non-rumor
『泰国翻船事故已致16名中国游客死亡 沉船画面曝光_手机网易网』http,,2018/7/6 23:59,non-rumor
之前一直想着多带家人出去玩，看到泰国屡次出现旅游事故，不由得心里发毛……一家人平平安安在一起就是最好的，再美的风景怎么比得家庭的团圆👪愿你们安好……娃儿两岁半了，娃儿奶奶过世两年了……娃儿奶奶，在天堂要好好的呀，我们都爱你 长沙·望城区  显示地图 ,,2018/7/6 23:59,non-rumor
"该事故处理完毕，道路恢复正常通行。  
原始用户",,2018/7/6 23:59,non-rumor
发表了博文《希望李春平能帮帮我帮我走出困境》2018.6月份工作中发生了场事故，我的手掌被砸的严重变形，整个手像拧错位了的感觉交织一起，我赶紧奔去了医院，带着不对的钱，挂急诊后被转移到积水潭，因没钱干希望李春平能帮帮我帮我走出困境  ,,2018/7/7 23:59,non-rumor
普吉翻船事故把国人的心都吊着.... 然而在天灾人祸面前，我们能做的不仅仅是祈祷.... 提早掌握这8个海难自救知识，学会游泳，让自己在万一遭遇意外时不怂！ 胡椒视频的秒拍视频  ,坚持住;长知识了;嗯嗯;,2018/7/7 23:59,non-rumor
"知名点赞博主事故现场  
原始用户",要是没那个确认我就没那个好友了;,2018/7/7 23:59,non-rumor
波折的一天，早晨走马观花一个半小时参观，然后被接车司机训的飞奔是的跑，好不容易到机场里，返程，眼看着到呼和浩特了，马上都要落了，有事故，备降，漫长的等待10个小时，目前半夜12点，通知可以起飞了，到呼和浩特得1点，请问我住哪里，善后工作能不能在完善点，应急处理能力薄弱，先把事故飞机安置一边，让机场恢复正常，然后再调查也是可行的吧。漫长的飞机路。 [组图共4张] 原图 ,回复@LILI--SEE:你是几点的？;回复@倔强阿西呀:巧了我们也是;夜里十二点飞了嘛 白塔机场那边运营啦？？我们昨晚的航班现在还在等;,2018/7/7 23:59,non-rumor
今日小暑，天气越来越热！还是帮忙整改厨房，为了凉快，取早晚干活。五点到位，干了好长时间，凑休息的时候，本以为有近九点，看了一下时间才七点多，根本就没想到，时间过得那么慢。因为昨天的事故，我们都吸取了教训，宁可少干活，也要保证安全。所有的装饰玻璃全部摘除，顶棚拆掉，墙壁砸倒，下水挖通……中午最热的时候休息……下午五点后再干，干到夜里十点，收工。然后洗刷，睡觉！这才是最忙碌的一天，充实而且高兴，比在家呆着都好！至少没人嗡嗡你！ ,下水道挖通！少了一个“道”字！;,2018/7/7 23:59,non-rumor
有时候 ，人们正常走路也可能发生交通事故。。 搞笑扒哥的秒拍视频  ,快救人啊;,2018/7/7 23:59,non-rumor
生命诚可贵，逝者安息，生者珍重！泰国普吉岛遭遇翻船事故的127名中国游客中，已有78人获救，确认16人遇难。艾莎公主”号上的35名中国游客全部获救；“凤凰”号92名游客中有43人获救。已找到的遗体中，已确认16人身份，有12人身份正等待确认。另有21人失联。出事的两艘船一艘名为凤凰号，船型较大，载有105人，在普吉岛南部珊瑚岛附近倾覆；另一艘船名为“Senali-ka”，载有41人，在更早时候于普吉岛南部Koh Maithon附近倾覆。两艘船上，大多是中国游客，共有127人。 ,,2018/7/7 23:59,non-rumor
