【微倡议：#从武汉回来请自行隔离#】近期去过武汉的朋友，即使没有症状也请居家隔离。你的理解和行动，或许就能阻断一次病毒传播的可能！  原图 ,强烈要求严查湖北上下官员失职渎职不作为的情况，现在感染源都扩散到全国了，官员们还有闲心开晚会，医生护士连防护都不足，拿什么抢救病人？拿什么保护自己？为什么湖北严重到这个程度，措施还比不上隔壁河南？同样的政策别人十二月都出了，湖北在干什么？;湖北省春节团拜会文艺演出在武汉洪山礼堂举办，湖北省委书记、省长等领导与全省各界代表一同到场观。看了演出湖北省民族歌舞团40多名演职人员参与了多个节目的演出，营造出喜庆、欢快、奋进的良好节日氛围，演出得到省领导的充分肯定，也得到现场观众的广泛好评。;说一下！且不说大学生专业一起上大课就是最大的聚集性活动了！还有食堂吃饭、浴室洗澡……而且全国各地高校那么多大学生那么多，难免有什么隐患！望重视！;,2020-01-23 23:04,non-rumor
今天#武汉封城#  原图 ,,2020-01-23 23:59,non-rumor
武汉这个小笨蛋别害怕，祖国妈妈依然很爱你，别的小朋友都在陪着你，等到来年春暖花开冰雪融化，我们就去武汉看樱花 温州  显示地图 ,我觉得也温柔;可惜有些憨批他们不配啊;呜呜好温暖的文字;,2020-01-23 23:59,non-rumor
在杭州回北京的高铁上~无一例外的都戴着口罩......在这么严肃的时刻~我的大姨妈竟然来了~最尴尬的是“我没有带姨妈巾”......Z先生看着我~无奈的摇着头说，老婆，我谁都不服就服你......北京的大街小巷~几乎全民都戴上口罩~火车站，地铁，公交清一色的加强消毒~真真的是全民抗疫情......这个年~注定是一个“不平凡”的年~肺炎疫情的严峻性~Z先生的工作也全部停了......Z先生跟我说，疫情没解除前，尽量不要外出，他也不会外出的~我无脑的问Z先生，就咱俩这恶劣关系，在家就干瞪眼有啥意思？......Z先生气的一句话都没说~直接吻上了我，伏在耳边说“不要再想着离婚，更别想离开我”......马上就是年三十了~新的一年快来了~由衷的希望，武汉加油，肺炎疫情得以控制，解除...... ,,2020-01-23 23:59,non-rumor
大半夜看着这些消息还是难过，武汉真的好难，希望疫情能早点控制住吧，这个时候就更希望爱豆能营业了  ,,2020-01-23 23:59,non-rumor
"武汉所有医院超负荷情况下，其实可以理解部分武汉人""逃离""武汉选择其他大城市了，起码不担心跟不上救治，就比如上海，北京等地，医疗条件更好，更能快速抑制和治愈，就连口罩起码也是充沛的，但是有一点，在离开的过程中，不知道自己是不是病毒携带体的情况下，真的希望每个离开武汉的武汉人，不管去哪全副武装起来好吗❓不要给其他城市带来灾难，可能一个城市因为第一个人就成为了重灾区，你可以逃出来，但是不要扩大传播，这是对社会和每个你接触的到的人最重要的事 http",怎么做到全副武装啊，现在江浙沪和广东真的惨，说句有争议的，这些地方的第一例都和外逃的人有关，现在广东浙江短时间内增长多少了;观点真的很正了;长沙做错了什么;,2020-01-23 23:59,non-rumor
新的一年到了，我希望2020年大家新年快乐，也希望武汉人民和那些还在岗位上的逆行者（医生）们可以战胜疫情，凯旋归来！！ 哈尔滨  显示地图 原图 ,,2020-01-23 23:59,non-rumor
看了王耳朵先生的《武汉首例新型肺炎痊愈患者亲述：中国人，请管住你的嘴！》本人想说,,2020-01-23 23:59,non-rumor
【记者四次探访武汉发热患者定点医院 #武汉市民冒雨排队就诊#】武汉市第七医院为武汉中心城区发热患者定点诊疗医院，23日晚上7时过，封面新闻记者在现第七医院现场看到，有很多市民带着口罩，依然冒雨在现场有序排队等待就诊。23日，据悉上海、四川等地的医疗队伍已经前往湖北支援，武汉还将以小汤山模式建医院。（封面新闻）#武汉封城后的市民生活 #  http,转发微博;好难过;一个门诊有这么多发热的在等待确诊吗;,2020-01-23 23:59,non-rumor
【#450人医疗救助队伍除夕夜抵达武汉#】24日晚，上海、广东和军队3支队伍，共计450人医疗救助队伍抵达武汉，抗击疫情。致敬！祝福平安归来！  中国新闻网的微博视频  ,转扩: 湖北各市哪个医院都缺防护物资，医护人员自身安全都难以保障怎么治病救人！没有物资没有物资没有物资！口罩护目镜防护服什么都缺！上到武汉各医院下到湖北各地级市 不能保证医生安全怎么让她们救人！封了湖北所有城市却没有物资给在一线战斗的医生，指望民众指望网友捐赠也只是杯水车薪啊！！;致敬！平安归来！;回复@妖大声monica:能力思想都有问题;,2020-01-24 23:25,non-rumor
