用户@海南-李超 发微博称：河南一妇女为救生病孩子卖盗版CD，被城管发现后逃跑，CD被缴后跳入冰冷的水中躲避。经查，图中妇女是因被抢劫而情急之下跳入河水中躲避，后被城管队员救起。该用户言论构成“发布不实信息”，扣除信用积分5分，账号禁言、禁被关注7天，卷宗：http,回复@晚风来势:所以说你是傻逼，这话也是可以的咯;看到“经查”两字，奇怪的是怎么查实的？是城管说的吗？;回复@晚风来势:如果不施以惩戒，怎么维护他人的声誉，救人都还要被误会被诽谤，谁还会去救人？;,2013/1/10 16:35,non-rumor
有本事拍城管啊，拍强拆啊，拍下岗啊，拍失地的农民和污染的大地，这些才是这个时代的留影。//@王小痞1104497171,,2013/1/10 23:59,non-rumor
#我有话说#【摊贩因占道问题与城管争执遭殴打(组图)】 基本人权被肆意践踏，别再喊了，毫无希望可言。 http,,2013/1/10 23:58,non-rumor
婆婆一起怒打城管  原图 ,,2013/1/10 23:58,non-rumor
【为什么没有了童话故事里的爱情】因为王子在大战城管，公主在抵御山木。青蛙都被四川餐馆都做成菜了，女巫竞争上岗失败，被夺走了扫帚。最后，王子终于打败了奥特曼，和小怪兽一起幸福的生活下去。七个小矮人在山西挖着煤，没有赶上婚礼。  ,,2013/1/10 23:57,non-rumor
分享自平民百姓  《2013年01月10日》 -  你看电线杆正中门面房，还说是因为我们租不出去房子的   响水县物价局局长仇从科仗势欺压百姓，舅老爷在城管带人偷拆邻居门牌...  (来自 @头条博客) -   http,,2013/1/10 23:57,non-rumor
【中国人的共同梦想】 1、上学不收费；2、就业不求人；3、医生不卖药；4、食品不带毒；5、新闻不说谎；6、教授不白痴；7、当官不受贿；8、城管不打人；9、脱裤不走红；10、吹牛不出名；11、房子不强拆；12、百姓不畏权；13、环境不污染；14、领导不特权。同意的转走！！  原图 ,,2013/1/10 23:57,non-rumor
转：据说在中国能安全过桥的只有云南米线了！每个倒塌的桥面上，必然趴着数不清的蛀虫。过个车大桥坠毁；打个雷高铁追尾；下个雨满城泡水；开个会全国戒备；生个病债台高垒；读个书全家受累；眨个眼肉价飙飞；上个访有去无回；喝个奶时间不对；摆个地摊城管砸毁；炒个股票终生后悔  ,,2013/1/10 23:54,non-rumor
[2/3]系一个农博会，人虽然多，但有城管睇到实呢，跟住发得就慢了，三点九发完之后，领班又叫老板攞多一沓过来，又一轮博命发…四点几出发翻来咯，五点半先行到基建营，跟住还系肯德基，做左阵班长去街边叫左个凉皮，吃两啖居然就唔吃了…翻到来去饭堂，终于可以吃翻餐正常嘅喇…然后买左十蚊零食翻去  ,,2013/1/11 23:58,non-rumor
新年快到了的原因？城管大哥们，请你们别这样，看着被你们追赶着的大叔大妈们，那种心情不好受，天寒地冻的赚那么点钱却被你们如此追赶，被你们追着的同时，大叔大妈们的东西丢了也不敢回头捡，你们却还把他们丢下来的东西给踩烂，于心何忍？城管大哥们，拜托，行行好，大叔大妈们已年老了！  ,,2013/1/11 23:57,non-rumor
【温州十大“破路”，你被坑过吗？】温州市智慧城管中心经过严格评选，选出温州十大“破路”：1、机场大道 2、温州大道 3、瓯海大道 4、龙永路 5、锦绣路 6、会展路 7、府东路 8、六虹桥路 9、兴元路 10、杨府山路（以上排名分先后的）。PS,温州的路象月球，谁会对温州和温州的产品有信心;连最基本的路都修不好，温州的只能机关有多差劲，别再到处找藉口了。。。;永强大道也是破路;,2013/1/11 10:29,non-rumor
小鸡不纯洁啊@腹黑城管菜菜兽 @陳嘉宜annal @Cute-Sunday @Ricky楷  原图 ,回复@猥-琐-小-肥-肥:你问他是男是女！;回复@池嵐大爱陳麻痹:哈哈;回复@Ricky楷:有;,2013/1/12 23:59,non-rumor
"普通老百姓是搞不过城管的  
原始用户",,2013/1/12 23:59,non-rumor
【段子·期望】十亿人民九亿盼，何时房价跌一半；十亿人民九亿等，何时股市能平稳；十亿人民九亿愁，何时加上廉价油；十亿人民九亿想，何时物价不飞涨；十亿人民九亿疯，何时贪官不卖萌；十亿人民九亿喊，何时城管是条汉；十亿人民九亿怕，何时瓦斯不爆炸；十亿人民九亿吃，何时馒头不染色？by西秦之狼  ,,2013/1/12 23:57,non-rumor
"智勇在线评论仙林风波：仙林车友们在地铁换乘停车场有序停车换乘，绿色出行就该积极支持，现在城管以为这是块肥肉要去收费，垃圾！有病！  
原始用户",回复@高照华:是啊，南京总是给人以这种印象并非好事，问题出在管理者身上。看到x市长玩太极应对绕城收费站问题的方式，与仙林的那些城管如出一辙。;南京总是因小失大，没魄力、不大气，绕城和仙林的做法就是最好的证明 //@奇人221:智勇在线评论仙林风波：仙林车友们在地铁换乘停车场有序停车换乘，绿色出行就该积极支持，现在城管以为这是块肥肉要去收费，垃圾！有病！;,2013/1/12 23:57,non-rumor
嗨，一开始三个女人包场@我和城管吃过饭 @我哥是城管ll @鱼仔hoho8 @Ms丶_顔少墉 @陈文娜Cherry 我在,能带上我吗;,2013/1/12 23:57,non-rumor
@独立之思想者 【你幸福吗？我很幸福啊！】油价一年才涨三四次，还有人帮助拆房子，城管免费帮收地摊，房价调控这么多年才两三万一平，有无数山寨货可以买，月薪三千才交税，去机关办事也不用挨揍送点礼多跑几次就把事办了，上网可以随便骂外国总统，出门见了老人摔倒不用扶…我很幸福。  ,,2013/1/12 23:56,non-rumor
